lon,lat,depth
-76.484650,44.197357,6.775425
-76.483231,44.196270,6.232172
-76.484215,44.195068,6.238761
-76.482903,44.194080,6.095831
-76.483528,44.193005,5.861859
-76.481880,44.192280,5.333591
-76.480133,44.192997,5.347599
-76.478409,44.192871,5.004111
-76.478241,44.191662,4.050742
-76.479866,44.190426,3.865301
-76.479179,44.189194,3.581712
-76.480316,44.187912,4.351640
-76.479248,44.186646,4.564543
-76.480255,44.185333,5.097902
-76.479088,44.184052,4.204209
-76.480118,44.182728,3.009943
-76.340134,44.152920,2.736535
-76.338280,44.151917,5.095355
-76.336617,44.152538,7.358969
-76.334602,44.151611,9.678776
-76.334358,44.150162,12.306278
-76.332069,44.149658,18.391098
-76.332085,44.148266,23.785145
-76.330467,44.147350,30.485598
-76.328285,44.147430,30.906618
-76.327072,44.145874,25.688766
-76.328217,44.144512,30.133604
-76.326714,44.143002,21.464710
-76.370392,44.151051,2.186397
