lon,lat,depth
-76.345161,44.268402,11.548905
-76.344246,44.267651,15.000343
-76.344505,44.266541,15.039182
-76.342560,44.266346,12.545667
-76.342628,44.264988,7.914796
-76.341057,44.264587,4.457235
-76.341774,44.257351,2.011190
-76.340080,44.257904,1.834207
-76.338776,44.257629,2.003485
-76.333763,44.245991,17.084538
-76.332443,44.244671,20.851635
-76.332603,44.247162,14.488474
-76.330391,44.245228,21.334719
-76.328575,44.244736,18.074690
-76.328392,44.243244,16.025759
-76.329865,44.241673,12.778955
-76.328621,44.240498,11.170114
-76.328636,44.239014,7.775308
-76.329948,44.237896,5.273607
-76.329132,44.236202,2.672566
-76.330894,44.235012,1.833343
-76.330833,44.233402,1.755422
-76.198402,44.208637,22.482191
-76.196999,44.209484,24.641565
-76.195259,44.208866,22.635466
-76.194878,44.207142,15.041009
-76.192589,44.206791,9.375761
-76.203949,44.216663,9.743412
-76.201462,44.216999,14.463500
-76.199669,44.216084,23.627720
-76.200073,44.214581,27.379210
-76.198181,44.213520,28.720896
-76.198380,44.211971,28.236938
-76.196869,44.211094,27.172832
-76.352257,44.269299,2.283117
-76.350655,44.269138,3.382028
-76.349998,44.268414,5.118750
-76.348236,44.269455,4.153797
-76.346954,44.269543,4.422110
-76.345169,44.270676,2.741524
-76.343712,44.270588,3.517686
-76.343819,44.269627,7.462258
-76.342041,44.269547,10.229226
-76.342163,44.268459,14.172354
-76.341194,44.267651,12.599652
-76.339516,44.267986,12.372860
-76.338394,44.267040,8.655397
-76.339012,44.265667,4.686176
-76.337486,44.265186,2.245309
-76.339294,44.259716,1.518333
-76.337990,44.259441,1.687611
-76.330528,44.246853,20.570744
-76.329155,44.247986,14.615003
-76.326973,44.247662,17.562138
-76.326530,44.246033,20.257851
-76.324356,44.245361,20.470516
-76.324280,44.243610,20.635271
-76.326263,44.242786,18.373672
-76.326492,44.241261,14.656164
-76.324959,44.240437,14.618839
-76.325073,44.238770,9.360034
-76.326630,44.238113,6.002554
-76.327049,44.236370,3.872216
-76.325714,44.235371,2.831966
-76.326447,44.233856,1.523574
-76.328697,44.232922,1.503925
-76.194954,44.211491,26.634644
-76.193939,44.210094,24.441772
-76.191765,44.209778,22.134977
-76.190796,44.208210,14.663425
-76.188713,44.207767,9.870642
-76.188438,44.206284,4.299770
-76.200844,44.218094,7.018858
-76.198486,44.218533,11.383637
-76.197014,44.217743,19.378269
-76.197578,44.216389,24.177710
-76.195770,44.215511,27.607492
-76.195961,44.214153,28.399189
-76.194244,44.213001,27.377045
-76.348892,44.270184,2.417076
-76.341675,44.271404,2.207643
-76.340691,44.270641,6.245039
-76.338676,44.270615,9.743289
-76.338097,44.269379,14.277976
-76.336143,44.269001,11.012547
-76.336296,44.267670,7.055492
-76.334610,44.266735,2.548526
-76.335190,44.265629,1.707564
-76.325500,44.248928,14.514731
-76.323143,44.248844,12.598502
-76.322075,44.247738,15.566083
-76.322540,44.246197,20.597195
-76.320213,44.245743,23.495052
-76.319099,44.244556,23.505217
-76.320099,44.243103,21.361536
-76.322380,44.242657,21.463940
-76.322823,44.241001,19.165016
-76.321266,44.240009,14.941283
-76.321266,44.238361,8.711578
-76.322937,44.237686,7.676506
-76.323158,44.236034,3.278775
-76.321815,44.234833,2.378866
-76.322807,44.233356,1.475717
-76.324883,44.233044,1.067233
-76.192390,44.213352,27.065289
-76.190849,44.212326,25.912634
-76.190346,44.210865,23.164251
-76.187881,44.210796,22.061420
-76.186371,44.209747,18.604475
-76.186935,44.208363,13.446614
-76.184998,44.207260,7.935210
-76.186295,44.206036,3.924745
-76.197815,44.219589,6.121520
-76.195557,44.220108,10.999709
-76.194130,44.219238,17.998648
-76.194916,44.217930,21.115091
-76.194069,44.216522,25.606403
-76.192131,44.216434,25.998713
-76.191444,44.215015,27.390862
-76.337334,44.271938,5.492316
-76.335381,44.271915,9.837523
-76.334053,44.270870,12.227530
-76.334282,44.269611,8.693904
-76.332451,44.268673,4.416072
-76.332619,44.267132,2.227750
-76.319527,44.248074,9.276663
-76.318542,44.247028,16.860956
-76.316032,44.247253,10.627770
-76.315147,44.246155,18.877750
-76.316544,44.244740,25.121098
-76.315147,44.243572,20.163124
-76.315987,44.242157,15.358089
-76.318390,44.241871,18.172382
-76.319115,44.240429,14.051052
-76.317688,44.239273,8.220981
-76.318932,44.237896,5.589925
-76.318169,44.236568,4.446669
-76.319618,44.235004,3.528604
-76.318649,44.233318,2.887350
-76.319885,44.231705,1.558525
-76.321846,44.231918,1.296629
-76.189400,44.214764,27.055670
-76.189110,44.213169,26.291464
-76.187309,44.212353,24.775425
-76.185707,44.213165,25.202105
-76.183754,44.212769,23.811119
-76.182785,44.211426,20.990150
-76.183723,44.210003,18.106722
-76.181984,44.208790,11.312353
-76.182701,44.207432,6.298704
-76.195076,44.221329,6.685195
-76.192902,44.221909,11.510900
-76.191322,44.220905,18.046337
-76.192078,44.219456,20.219568
-76.190926,44.218060,23.728321
-76.189072,44.218189,23.730583
-76.187660,44.216980,25.845882
-76.187759,44.215530,27.201389
-76.334198,44.273087,5.483534
-76.332237,44.272797,10.846354
-76.332024,44.271511,13.099784
-76.330345,44.270802,8.732923
-76.330536,44.269226,3.582838
-76.311348,44.246387,8.197068
-76.312904,44.245758,16.203402
-76.312935,44.244034,20.324282
-76.311195,44.243134,21.143513
-76.311302,44.241680,21.238972
-76.312889,44.240704,15.966312
-76.314781,44.240826,12.802872
-76.315750,44.239380,9.787092
-76.314667,44.237888,8.331677
-76.315834,44.236450,5.622309
-76.315193,44.234882,4.674028
-76.316551,44.233318,2.857135
-76.315277,44.231838,2.315766
-76.315788,44.230366,2.196239
-76.317635,44.229553,1.402432
-76.319359,44.229946,1.015074
-76.185860,44.214752,26.863859
-76.183929,44.215389,26.745310
-76.182549,44.214321,25.174231
-76.180733,44.214466,24.604933
-76.179550,44.213093,22.959621
-76.180397,44.211597,20.707949
-76.178864,44.210415,14.215388
-76.179512,44.209026,7.703220
-76.192574,44.223255,6.526414
-76.190231,44.223698,10.846546
-76.188499,44.222576,17.057983
-76.189270,44.221130,19.273289
-76.188164,44.219818,21.448786
-76.186317,44.219940,21.762968
-76.185333,44.218658,23.576168
-76.185768,44.217319,25.377285
-76.183929,44.216511,26.614241
-76.330811,44.275158,2.311673
-76.330780,44.273773,7.546834
-76.328835,44.273190,7.595675
-76.328613,44.271503,6.528336
-76.309265,44.245335,16.560017
-76.309074,44.243809,25.385586
-76.307640,44.245953,10.276501
-76.307144,44.242855,26.858215
-76.307442,44.241161,25.336809
-76.309471,44.240658,23.959637
-76.310097,44.239105,19.907520
-76.312073,44.239109,16.754108
-76.312889,44.237736,12.135251
-76.311913,44.236088,10.187446
-76.313049,44.234680,5.435590
-76.312111,44.233349,4.345323
-76.312981,44.232075,3.042392
-76.311432,44.230785,3.523214
-76.312019,44.229156,2.774252
-76.314064,44.228977,2.173903
-76.314842,44.227566,1.597025
-76.317017,44.227818,1.198733
-76.182526,44.217419,25.572430
-76.180687,44.217373,26.174871
-76.179741,44.215988,26.076494
-76.177773,44.216145,25.393816
-76.176643,44.214893,23.586815
-76.177437,44.213360,22.624180
-76.175941,44.212204,16.879379
-76.176521,44.210751,10.722260
-76.190033,44.225163,5.742007
-76.187531,44.225464,9.857344
-76.185646,44.224232,15.868509
-76.186409,44.222809,17.964607
-76.185333,44.221497,20.494095
-76.183502,44.221588,20.988167
-76.182594,44.220158,22.750834
-76.183449,44.218784,24.069962
-76.328613,44.275955,3.410340
-76.326591,44.275127,3.517855
-76.326843,44.273739,2.468029
-76.327812,44.277054,2.306870
-76.305542,44.245178,19.530663
-76.305237,44.243607,27.286808
-76.303947,44.246037,11.117108
-76.303215,44.242931,28.793247
-76.302483,44.241367,25.809845
-76.303612,44.240295,21.518644
-76.305855,44.240124,21.954199
-76.305840,44.238556,19.335087
-76.307030,44.237598,18.499254
-76.309013,44.237759,18.149910
-76.310005,44.236111,13.048690
-76.308876,44.234943,12.061543
-76.309837,44.233593,8.110029
-76.308731,44.232697,7.349597
-76.309456,44.231159,4.065713
-76.307800,44.230316,3.646528
-76.307899,44.228748,2.922932
-76.310135,44.227962,2.593156
-76.310463,44.226425,2.093319
-76.312569,44.225342,1.707022
-76.314278,44.225819,1.429731
-76.180717,44.220371,23.123060
-76.179718,44.219524,24.551094
-76.179672,44.218426,25.880468
-76.177765,44.218632,26.957253
-76.176819,44.217739,26.568977
-76.174904,44.217987,26.591690
-76.173767,44.216671,25.085999
-76.174553,44.215176,23.256279
-76.173073,44.214020,17.318512
-76.173683,44.212589,11.904244
-76.187263,44.226868,5.310602
-76.184608,44.227032,9.368603
-76.182770,44.225849,15.163321
-76.183540,44.224457,17.116486
-76.182480,44.223125,19.706657
-76.180626,44.223217,20.002268
-76.179771,44.221893,21.656004
-76.325539,44.277588,4.018852
-76.324707,44.276215,4.137850
-76.323006,44.275890,3.405626
-76.325066,44.278942,2.904501
-76.301849,44.245529,18.105391
-76.301430,44.243992,28.025381
-76.300293,44.246532,8.672739
-76.299400,44.243454,29.424135
-76.298653,44.241852,36.403992
-76.299950,44.240829,32.021835
-76.298943,44.239269,27.582773
-76.300301,44.238277,18.927082
-76.302437,44.238758,19.074942
-76.303719,44.237865,17.926977
-76.303574,44.236347,14.583119
-76.305695,44.236038,13.892037
-76.306549,44.235027,12.555542
-76.305305,44.233704,8.850502
-76.306526,44.232727,7.596069
-76.305946,44.231258,4.046195
-76.304207,44.230850,3.837221
-76.304039,44.229416,2.837902
-76.305870,44.228252,2.323281
-76.305412,44.226776,1.789896
-76.306618,44.225384,1.890054
-76.308708,44.225262,2.189591
-76.309769,44.223587,1.783250
-76.312073,44.223553,1.515101
-76.177834,44.222042,22.466747
-76.176880,44.220730,25.010588
-76.177818,44.219738,25.627878
-76.174889,44.220753,26.684454
-76.173920,44.219437,27.817989
-76.171944,44.219574,27.971334
-76.170830,44.218380,27.107407
-76.171669,44.216919,25.448368
-76.170189,44.215805,17.939001
-76.170822,44.214405,11.638861
-76.184204,44.228302,5.267444
-76.181595,44.228512,9.071901
-76.179893,44.227467,14.073472
-76.180664,44.226074,16.063734
-76.179588,44.224773,18.312511
-76.177765,44.224869,18.163195
-76.176872,44.223461,20.663694
-76.323059,44.279491,5.503054
-76.320908,44.278240,5.701768
-76.321014,44.276768,3.490058
-76.322632,44.280914,3.779751
-76.298248,44.246136,14.819952
-76.297783,44.244595,25.651361
-76.296715,44.247334,7.779688
-76.295784,44.244202,27.468525
-76.294914,44.242565,33.836182
-76.296165,44.241352,38.998875
-76.295166,44.239761,36.198494
-76.296638,44.238697,29.164549
-76.296349,44.237122,17.273331
-76.298340,44.236118,11.264917
-76.299995,44.236694,14.500444
-76.301987,44.235672,11.304449
-76.301567,44.234192,7.165285
-76.302879,44.233265,6.223242
-76.302361,44.231884,4.759835
-76.300819,44.230907,3.651344
-76.301949,44.229321,2.395068
-76.301476,44.228149,1.454681
-76.303108,44.226765,1.364130
-76.302437,44.225536,1.152375
-76.303123,44.223782,0.961117
-76.304993,44.223621,1.273030
-76.305977,44.222393,1.275504
-76.308662,44.222485,1.486187
-76.174988,44.223694,22.108620
-76.173973,44.222839,24.697632
-76.173897,44.221760,26.006548
-76.171921,44.221951,27.712097
-76.170937,44.221085,28.543344
-76.168922,44.221272,28.592728
-76.167763,44.219975,27.203098
-76.168655,44.218586,26.289789
-76.167183,44.217468,18.247612
-76.167877,44.216145,11.555861
-76.181580,44.229950,4.951991
-76.180031,44.230701,6.352914
-76.178131,44.230331,9.337678
-76.177040,44.229092,12.063022
-76.177818,44.227711,14.244971
-76.176758,44.226410,16.085918
-76.174957,44.226517,15.795749
-76.174080,44.225201,19.317949
-76.320381,44.281269,4.991887
-76.318237,44.280365,8.510931
-76.318336,44.278748,7.497508
-76.316154,44.277943,5.197474
-76.320076,44.282810,2.393399
-76.294739,44.247150,13.703128
-76.294281,44.245556,22.560555
-76.293335,44.248478,7.733098
-76.292473,44.245453,23.509787
-76.291473,44.244141,27.723215
-76.292412,44.242603,33.141644
-76.291023,44.241482,36.248978
-76.291321,44.239929,36.406414
-76.292900,44.239147,32.360409
-76.292686,44.237469,21.955704
-76.294655,44.236511,13.902570
-76.294640,44.234833,5.907386
-76.296211,44.233448,3.775611
-76.298241,44.233349,5.077295
-76.299126,44.234478,7.128863
-76.299248,44.231323,2.808211
-76.172112,44.225342,21.409550
-76.171028,44.224018,25.905766
-76.171989,44.223034,26.403177
-76.168892,44.224102,27.489908
-76.167847,44.222759,28.924604
-76.165710,44.222721,28.191166
-76.164528,44.221325,27.083979
-76.165497,44.220062,26.427788
-76.163994,44.218933,18.085558
-76.164787,44.217728,10.818690
-76.180702,44.232315,2.973306
-76.179565,44.233307,5.442708
-76.178017,44.232880,7.298172
-76.177246,44.231518,7.813532
-76.175476,44.231579,8.756833
-76.174225,44.230671,10.538418
-76.174889,44.229370,12.320460
-76.173866,44.228088,14.212243
-76.172081,44.228043,14.252000
-76.171196,44.226604,17.927105
-76.317719,44.283077,3.978457
-76.316383,44.281483,7.497597
-76.314575,44.281357,10.343914
-76.313141,44.279827,8.806372
-76.313690,44.278584,5.041721
-76.317688,44.284809,2.817346
-76.291306,44.248367,13.835612
-76.290894,44.246937,20.754875
-76.289955,44.249889,8.009176
-76.289085,44.246582,22.076286
-76.289345,44.244823,25.998365
-76.287651,44.244190,26.893518
-76.287285,44.242573,31.381983
-76.288597,44.241528,35.474758
-76.287613,44.240047,28.567461
-76.289085,44.239155,27.128452
-76.289009,44.237507,17.132395
-76.291046,44.236607,16.005650
-76.291054,44.234528,5.592642
-76.292671,44.233715,3.547515
-76.169014,44.226826,20.888430
-76.167801,44.225647,25.955017
-76.165565,44.225605,27.793373
-76.164528,44.224030,28.594826
-76.162323,44.223877,27.288374
-76.161125,44.222507,25.274242
-76.162132,44.221264,25.473509
-76.160538,44.220036,19.296810
-76.161423,44.218964,12.565050
-76.181503,44.235409,4.428430
-76.180107,44.234974,6.320999
-76.179031,44.235889,7.008090
-76.177422,44.235043,6.004153
-76.176941,44.233700,7.172526
-76.175331,44.232807,7.212491
-76.173973,44.233494,6.678445
-76.172035,44.232906,7.818211
-76.172157,44.231312,10.133841
-76.170586,44.230663,11.198245
-76.170700,44.229145,12.949226
-76.168694,44.228344,16.724989
-76.315231,44.284985,3.827481
-76.312798,44.283848,8.313194
-76.312813,44.282574,11.366162
-76.310753,44.281727,10.377372
-76.310860,44.280155,5.883595
-76.315346,44.286861,2.279932
-76.287956,44.250019,14.319749
-76.286613,44.248829,20.497801
-76.287086,44.247406,21.262236
-76.286873,44.251652,8.183887
-76.285164,44.246578,21.992327
-76.285469,44.245121,23.701532
-76.283554,44.244308,23.969526
-76.283485,44.242847,24.648693
-76.285034,44.242046,28.869162
-76.284119,44.240482,25.800928
-76.285378,44.239532,21.406452
-76.284798,44.237640,11.720256
-76.286980,44.236500,8.885205
-76.287086,44.234158,5.554178
-76.289146,44.233082,3.388358
-76.167244,44.228985,15.177516
-76.165192,44.228668,19.752117
-76.164207,44.227840,26.232584
-76.164345,44.226604,27.659781
-76.162071,44.226543,29.505901
-76.161079,44.225399,28.333038
-76.158936,44.225372,25.191687
-76.157814,44.223785,21.395325
-76.158760,44.222443,22.522549
-76.157104,44.221100,16.866266
-76.157867,44.219940,13.441262
-76.182045,44.237125,6.013529
-76.181114,44.238083,6.792543
-76.179497,44.237274,5.894535
-76.183533,44.237366,3.932504
-76.177986,44.238010,4.527118
-76.176071,44.237366,4.016022
-76.175964,44.235783,4.379502
-76.174126,44.235123,5.013829
-76.172302,44.236053,4.765240
-76.170547,44.235264,5.917601
-76.170433,44.233746,7.305955
-76.168556,44.232971,8.240237
-76.168587,44.231487,9.816895
-76.167259,44.230602,10.020404
-76.313301,44.287457,2.545216
-76.311317,44.286606,4.459303
-76.310944,44.284878,8.679733
-76.308907,44.284180,8.446095
-76.308693,44.282307,7.090767
-76.313606,44.289410,1.465600
-76.285156,44.251797,12.632558
-76.283783,44.250683,19.111643
-76.284164,44.249355,20.841022
-76.282265,44.248489,20.478951
-76.282791,44.247135,20.865818
-76.284325,44.253311,6.149778
-76.280907,44.246273,20.784893
-76.281364,44.244892,22.179392
-76.279579,44.243977,20.368614
-76.279785,44.242527,19.450373
-76.281502,44.241985,21.940315
-76.281914,44.240479,19.343496
-76.280540,44.239635,17.233046
-76.281258,44.238129,15.170779
-76.283134,44.236954,11.704301
-76.282562,44.235020,6.949714
-76.284363,44.233356,3.634640
-76.165611,44.230946,9.173141
-76.164337,44.229889,14.640756
-76.162231,44.230000,20.160236
-76.160805,44.228718,27.117716
-76.161926,44.227779,28.078703
-76.158676,44.228565,29.176008
-76.157722,44.226940,27.307056
-76.155663,44.226734,23.366722
-76.154594,44.225147,18.697981
-76.155540,44.223766,18.841953
-76.154259,44.222729,15.837075
-76.154877,44.221405,12.734164
-76.153191,44.220730,7.522105
-76.184341,44.238678,5.802569
-76.183304,44.239868,7.364433
-76.181564,44.239513,6.273382
-76.180046,44.240284,5.666136
-76.178085,44.239594,4.817880
-76.186165,44.238522,3.962867
-76.176323,44.240437,4.336636
-76.174141,44.239925,3.783494
-76.173988,44.238434,3.753642
-76.172058,44.237782,3.868533
-76.169670,44.238567,3.929441
-76.168060,44.237530,4.189497
-76.168694,44.235958,5.280951
-76.167229,44.235043,5.390831
-76.167198,44.233578,6.961764
-76.165306,44.233295,6.907593
-76.164680,44.232208,8.332390
-76.311470,44.290112,1.443645
-76.309448,44.289387,2.625971
-76.309608,44.287842,4.562013
-76.307671,44.287243,5.367533
-76.307343,44.285309,5.031186
-76.305489,44.284866,3.455970
-76.282646,44.253254,10.939570
-76.282043,44.251637,17.499945
-76.280373,44.251476,19.207445
-76.279121,44.250202,19.983295
-76.279694,44.248917,19.848465
-76.277794,44.247967,18.497986
-76.278481,44.246677,19.047544
-76.281349,44.255863,3.941200
-76.281303,44.254444,8.940501
-76.276802,44.245777,17.677349
-76.277458,44.244457,17.603918
-76.275932,44.243610,16.411968
-76.276085,44.242245,17.043333
-76.277809,44.241638,17.317039
-76.278152,44.240246,17.696533
-76.276733,44.239437,17.654636
-76.277550,44.238194,12.548777
-76.279686,44.237499,10.528410
-76.279381,44.236149,5.132483
-76.280388,44.234848,5.020263
-76.279083,44.233398,3.156468
-76.280609,44.231983,3.148256
-76.162727,44.232281,7.671110
-76.161552,44.231129,14.031342
-76.159035,44.231281,19.508724
-76.157585,44.230000,27.695911
-76.155380,44.229935,29.072956
-76.154404,44.228298,26.612717
-76.152359,44.227917,24.611568
-76.151306,44.226257,20.145702
-76.152290,44.225052,17.478109
-76.150879,44.223892,15.482838
-76.151894,44.222950,13.697826
-76.150871,44.222229,10.143481
-76.151550,44.221313,7.070669
-76.149780,44.220642,4.128233
-76.187416,44.239712,6.753120
-76.186424,44.240875,9.328559
-76.184143,44.240875,8.100170
-76.183388,44.242126,7.668890
-76.181313,44.242718,5.752146
-76.179749,44.241924,5.139439
-76.177574,44.242695,4.140842
-76.176109,44.241901,4.186295
-76.190125,44.237850,4.523107
-76.189568,44.239414,7.357327
-76.173920,44.242535,3.667399
-76.172630,44.241306,3.590570
-76.170334,44.241451,3.623893
-76.168808,44.240139,3.645536
-76.166130,44.240482,3.618577
-76.164673,44.239243,3.370394
-76.165749,44.237865,3.657408
-76.164703,44.236725,3.622177
-76.165550,44.235474,4.264146
-76.164368,44.234482,5.097264
-76.162544,44.234974,4.108178
-76.161530,44.233856,5.257227
-76.307373,44.290363,2.290584
-76.305702,44.290150,3.927689
-76.304878,44.289288,5.487767
-76.305473,44.288097,4.961491
-76.303551,44.287537,4.843353
-76.303902,44.286240,3.674178
-76.279266,44.254314,14.064915
-76.278931,44.252960,17.771484
-76.277138,44.252720,19.337513
-76.277016,44.251026,19.860031
-76.275352,44.250751,19.090849
-76.274345,44.249451,17.576338
-76.275139,44.248249,17.299879
-76.273651,44.247269,15.709791
-76.274628,44.246082,15.537702
-76.279793,44.256847,5.587368
-76.278320,44.256855,9.320601
-76.277840,44.255749,12.798847
-76.279564,44.258221,2.907782
-76.273094,44.245136,14.632922
-76.273750,44.243984,15.580617
-76.272552,44.242924,16.125034
-76.274010,44.241791,17.201799
-76.273224,44.240704,17.580669
-76.274467,44.239670,17.522085
-76.273430,44.238476,16.745567
-76.274437,44.237514,14.848547
-76.276283,44.237469,10.519209
-76.277161,44.236210,5.402892
-76.275642,44.235275,8.484468
-76.276558,44.233768,6.350264
-76.275505,44.232403,6.940541
-76.277321,44.230618,4.289058
-76.279900,44.230572,3.690567
-76.282135,44.229259,2.297074
-76.159637,44.233921,5.753700
-76.158325,44.232498,13.644965
-76.155914,44.232639,19.357529
-76.154427,44.231354,26.598333
-76.152298,44.231506,26.958443
-76.150978,44.230465,28.724274
-76.151039,44.228962,28.365788
-76.148926,44.228409,27.065306
-76.147873,44.227139,25.341688
-76.148933,44.226032,22.176304
-76.147614,44.224621,17.335545
-76.148567,44.223682,13.309670
-76.147820,44.222073,8.582223
-76.149101,44.221554,7.201046
-76.146095,44.221424,5.067670
-76.191246,44.240280,10.702896
-76.190979,44.241695,11.333590
-76.188774,44.242725,11.076883
-76.186913,44.242298,10.140981
-76.184937,44.243153,9.003013
-76.184227,44.244617,7.756487
-76.181870,44.245281,6.057596
-76.180511,44.244404,5.387377
-76.177910,44.245106,3.750838
-76.176537,44.244190,3.117009
-76.174049,44.244007,3.171874
-76.191994,44.237427,6.939435
-76.193748,44.238331,10.071083
-76.193558,44.239624,11.000323
-76.192535,44.236027,4.068596
-76.172546,44.244678,2.959475
-76.170044,44.244247,2.814664
-76.168968,44.243027,3.008392
-76.166725,44.242962,2.942879
-76.165405,44.241730,3.531420
-76.163551,44.242340,6.835898
-76.162155,44.241764,10.040784
-76.161491,44.240208,6.916019
-76.162407,44.239147,3.552373
-76.161369,44.237488,3.042190
-76.162598,44.236446,2.824978
-76.159309,44.237057,3.398633
-76.158440,44.235355,4.750408
-76.303841,44.291271,4.148115
-76.302193,44.290974,8.729297
-76.302589,44.289913,8.941675
-76.300957,44.289494,7.400529
-76.301331,44.288311,3.828482
-76.275963,44.255749,15.302186
-76.275597,44.254086,18.134279
-76.273781,44.253830,19.356504
-76.273659,44.252193,19.790556
-76.271965,44.251881,18.946840
-76.272118,44.250168,17.522804
-76.270409,44.249741,16.142155
-76.269928,44.248123,14.698558
-76.271278,44.247112,14.649695
-76.270966,44.245693,14.032207
-76.278084,44.258224,6.641016
-76.277046,44.259068,6.441384
-76.275063,44.258732,10.329139
-76.274483,44.257183,13.934909
-76.277618,44.261021,2.518781
-76.269447,44.245102,14.070460
-76.269333,44.243790,15.199585
-76.270569,44.242855,16.399416
-76.269676,44.241547,17.501713
-76.270882,44.240528,17.606203
-76.270149,44.239246,17.407164
-76.271446,44.238232,16.605110
-76.270920,44.236847,15.766381
-76.272301,44.235641,14.028087
-76.273834,44.236065,12.969797
-76.271217,44.234249,13.620740
-76.271721,44.233044,11.953384
-76.273567,44.232281,8.465680
-76.272476,44.230682,7.805753
-76.273216,44.229382,6.245451
-76.276123,44.229198,4.253894
-76.276695,44.227493,4.560549
-76.279121,44.226986,3.739054
-76.281792,44.227856,2.680783
-76.284325,44.226917,1.857957
-76.156395,44.235168,6.653433
-76.155182,44.233875,13.369290
-76.152870,44.233990,18.518854
-76.151482,44.232899,24.867205
-76.149361,44.233124,25.026564
-76.148048,44.232044,26.805470
-76.148857,44.230785,28.411943
-76.147720,44.229565,28.227674
-76.145569,44.229504,27.189861
-76.144478,44.228191,25.742430
-76.145569,44.226974,25.056627
-76.144203,44.225826,21.751959
-76.145180,44.224567,17.196262
-76.144157,44.223560,11.118346
-76.144661,44.222340,6.277105
-76.142822,44.222122,3.108212
-76.195595,44.240437,11.889585
-76.195290,44.241756,12.313668
-76.192978,44.242355,12.055100
-76.193069,44.243748,12.810514
-76.191399,44.244644,12.724733
-76.189110,44.244282,11.712614
-76.187630,44.245548,11.214015
-76.185394,44.245747,8.924070
-76.184303,44.247391,7.827569
-76.182243,44.247997,5.853666
-76.180977,44.247021,5.251275
-76.178986,44.247570,4.726473
-76.177269,44.246532,3.896255
-76.175575,44.247391,2.691892
-76.173988,44.247131,1.961802
-76.172813,44.246044,2.319937
-76.194832,44.236004,6.363568
-76.195671,44.237438,9.634315
-76.197510,44.237911,10.586787
-76.197632,44.239620,11.912814
-76.195824,44.234974,3.893249
-76.170601,44.246380,2.182266
-76.168976,44.245453,2.172057
-76.167000,44.245941,1.852427
-76.165405,44.245373,2.118415
-76.165352,44.244061,2.542348
-76.163567,44.243774,6.520484
-76.161972,44.244461,6.530732
-76.160210,44.243916,8.616923
-76.160408,44.242657,11.811561
-76.158936,44.241863,11.339930
-76.159561,44.240368,9.833982
-76.158241,44.239635,6.787215
-76.158058,44.238140,4.062625
-76.155823,44.237682,5.070674
-76.155022,44.236408,6.309708
-76.300629,44.293537,5.189540
-76.300476,44.291927,9.756424
-76.298775,44.291584,8.904494
-76.298859,44.290222,6.336221
-76.272469,44.256985,15.314603
-76.272133,44.255295,17.904104
-76.270317,44.255020,19.197920
-76.270271,44.253246,19.806606
-76.268608,44.252911,18.812702
-76.268593,44.251118,16.572289
-76.266808,44.250824,15.028575
-76.266243,44.249191,13.529099
-76.267548,44.247868,13.629218
-76.266273,44.246410,13.533948
-76.267197,44.245361,13.775784
-76.275566,44.261967,2.621373
-76.273811,44.260441,6.696098
-76.271698,44.260315,8.500605
-76.270935,44.258411,13.513339
-76.266174,44.244267,14.522034
-76.267479,44.243484,15.790516
-76.266762,44.242352,17.078867
-76.267723,44.241348,17.590231
-76.266975,44.239986,17.494453
-76.268181,44.238903,17.206894
-76.267776,44.237446,16.507347
-76.269203,44.236408,15.868883
-76.269165,44.234798,14.971004
-76.267479,44.234425,15.043712
-76.267113,44.232960,14.711205
-76.268730,44.231342,12.791493
-76.270630,44.231445,11.293460
-76.267479,44.230026,8.936473
-76.268127,44.228603,4.392348
-76.269936,44.227367,4.007463
-76.271935,44.227596,5.493251
-76.274010,44.226315,3.812543
-76.273834,44.224857,2.638260
-76.275757,44.223724,2.625781
-76.277794,44.223770,3.363955
-76.279388,44.225239,3.913855
-76.282066,44.224751,3.539145
-76.284325,44.225559,2.541518
-76.287178,44.224743,1.856940
-76.152802,44.236423,7.215437
-76.151863,44.235291,12.708727
-76.149811,44.235569,13.324673
-76.148689,44.234486,19.294157
-76.146706,44.234890,18.834049
-76.145271,44.233749,24.766319
-76.145950,44.232265,27.005333
-76.144600,44.230946,27.573992
-76.142494,44.231251,27.400101
-76.140999,44.230251,26.783672
-76.140938,44.228756,25.017700
-76.142281,44.227879,24.790720
-76.142097,44.226303,21.405729
-76.140457,44.225979,16.746979
-76.140312,44.224991,11.404904
-76.141098,44.223846,8.339065
-76.142311,44.223343,7.949455
-76.139351,44.223465,4.130458
-76.199554,44.240143,12.782189
-76.200157,44.241688,13.952846
-76.198936,44.242977,13.958304
-76.196815,44.242920,13.123488
-76.195412,44.244183,13.454562
-76.195854,44.245434,14.619294
-76.194206,44.246586,14.806920
-76.192101,44.246235,13.556405
-76.190742,44.247204,13.195960
-76.188568,44.246876,11.865689
-76.187561,44.248226,11.428586
-76.185532,44.248531,9.680410
-76.184708,44.250103,8.699843
-76.182701,44.250748,5.420302
-76.181450,44.249786,4.426966
-76.179314,44.250385,2.490519
-76.178108,44.249146,3.392418
-76.176216,44.249096,2.539184
-76.170021,44.247547,1.687751
-76.198212,44.234589,5.678470
-76.199707,44.235218,8.459482
-76.199356,44.236866,10.033252
-76.201225,44.237507,11.194147
-76.201302,44.239075,12.617056
-76.168053,44.248180,1.716110
-76.166656,44.247498,1.890995
-76.165077,44.248508,2.739772
-76.163544,44.247936,6.706257
-76.163521,44.246353,6.123468
-76.161873,44.245731,6.557650
